lp	lb	ng
0.169815454	12.64147411	1
0.032256429	13.58546073	1
-0.02446526	12.54157924	1
-0.699967856	12.06445799	1
0.198325192	11.92116605	1
-0.30080943	12.41497335	1
0.444057137	12.41329976	1
-1.282720705	12.45939249	1
-1.00518152	12.39619935	1
-0.404357201	11.84509804	1
-0.353755119	11.35218252	1
-0.058247139	12.16731733	1
0.125607469	12.18469143	1
-0.214759881	12.34635297	1
-0.350838504	11.71516736	1
0.124605288	12.23044892	1
0.751205714	12.83122969	1
-0.147035965	12.44870632	1
-0.046058223	11.69284692	1
-0.040785402	11.63144377	1
-0.164935009	11.2121876	1
-0.403583256	12.01283722	1
-0.261039579	12.34830486	1
-0.129390117	11.99607365	1
-0.388222541	11.71516736	1
-0.718882511	11.54157924	1
-0.249832695	12.33445375	1
-0.193664658	12.17897695	1
-1.200969772	10.05690485	1
-0.277089796	12.44090908	1
0.320197817	12.12385164	1
-0.441662298	11.66275783	1
-0.405934675	11.74896286	1
0.37865168	12.29225607	1
-0.719626534	11.59217676	1
-0.134455437	11.85612444	1
-0.491832681	12.08278537	1
0.070395504	13.01703334	1
0.001955562	12.75358306	1
-0.631636865	12.21484385	1
-0.581773308	10.78318869	1
-0.392566424	12.66931688	1
-0.173614172	11.64542227	1
-0.139953218	11.98136551	1
-0.732101144	11.58546073	1
-0.630596731	12.24551267	1
-0.159547612	12.5390761	1
-0.366250859	11.8122447	1
0.323718742	12.26245109	1
0.080226998	12.40140054	1
-0.115371138	11.4345689	1
-0.023532635	11.92220628	1
0.400065102	12.80345712	1
-0.097751187	11.6599162	1
-0.135782701	12.18184359	1
-0.593936954	11.1931246	1
0.453836279	12.86628734	1
-0.336323569	12.35602586	1
-0.091130184	12.47567119	1
-0.252674438	12.16731733	1
-0.019292778	12.99475694	1
-0.240785569	12.21748394	1
0.033002527	12.30963017	1
-0.106135639	12.48287358	1
0.255096822	12.00432137	1
-0.035508902	12.24797327	1
-2.440691989	8.146128036	1
0.406624987	11.83884909	1
0.04482384	11.95085146	1
-0.35841386	10.92168648	1
-0.425624907	12.39445168	1
-0.381087315	12.84073323	1
-0.903354118	12.60638137	1
0.034190332	12.28103337	1
0.141639128	11.87563994	1
-0.256284895	12.0374265	1
-0.288470302	11.7363965	1
-0.244882391	12.34830486	1
0.39112079	12.26007139	1
-0.270352569	11.99431715	1
0.457024265	12.82412583	1
-0.352960493	11.58771097	1
-0.873975799	12.63245729	1
-0.973336017	12.16435286	1
-0.198313713	11.67024585	1
-0.243735978	11.46089784	1
-0.660127388	11.67486114	1
-0.342321849	11.82736927	1
0.072348807	11.75966784	1
-0.391721135	12.27184161	1
-0.446351167	11.90417437	1
-0.179534496	10.79795964	1
-0.368210354	11.65896484	1
-0.314898086	11.22530928	1
-0.281815636	11.93851973	1
-0.17502269	11.88536122	1
-0.055620485	11.09342169	1
-0.31714312	12.88874096	1
-0.333201316	11.39445168	1
-0.785879696	10.8419848	1
-0.082087169	12.50650503	1
-0.057474081	12.0211893	1
-0.224030761	11.83695674	1
-0.263963035	12.08635983	1
-0.61791989	10.72916479	1
-0.036963396	12.60314437	1
0.390561029	13.11058971	1
-0.437811855	12.20951501	1
-0.127857718	12.12057393	1
-0.503228054	11.34439227	1
-0.048038692	12.34044411	1
0.050952122	12.54282543	1
-1.082247743	12.16731733	1
-0.361699478	12.25527251	1
-0.153406841	12.22010809	1
-0.833306488	12.35602586	1
-0.065305655	11.51188336	1
-0.663112187	10.86272753	1
-0.813280925	10.95760729	1
-0.583277966	11.50514998	1
-0.033884091	12.08990511	1
-0.335627897	12.05307844	1
0.418940493	12.16731733	1
-0.253783173	12.2787536	1
-1.189317286	12.23299611	1
-0.381101937	11.55145	1
0.156156473	12.26007139	1
-0.100232557	12.23299611	1
0.081121819	12.68574174	1
-0.268942543	11.86687781	1
-0.365531799	12.61066016	1
0.087551436	12.73798733	1
-0.500539744	11.38021124	1
-0.625282807	11.44247977	1
-0.231009132	11.79934055	1
-1.318107809	11.96848295	1
-1.349702193	12.38201704	1
-0.473111739	10.92992956	1
-0.370115587	11.9790929	1
-0.483446118	11.10380372	1
-0.031008804	12.1931246	1
0.006131742	11.98136551	1
0.139207614	11.80753503	1
-0.124209156	12.05307844	1
-0.018877546	12.39619935	1
0.599435999	13.7411516	1
-0.702379536	12.59988307	1
0.096883607	12.83378437	1
-0.662255296	12.07918125	1
-0.225848141	11.95327634	1
-0.106619453	12.38201704	1
-0.227029537	11.30319606	1
-0.661696931	10.31806333	1
-0.648582514	11.75891189	1
0.311083471	11.93901978	1
-0.412269958	11.95472479	1
-0.41511834	11.6794279	1
-0.263762901	12.16435286	1
-0.53537783	11.8920946	1
-0.550720666	12.12385164	1
-0.027015395	12.29885308	1
-0.258742796	12.36921586	1
-0.021039732	11.91907809	1
-0.069536448	12.21748394	1
-0.520727088	11.80550086	1
-0.531411954	11.61595005	1
0.14243233	12.01703334	1
0.025454975	11.79588002	1
0.180612104	11.98362629	1
0.252486516	12.33845649	1
-0.644857021	10.63042788	1
-0.405030983	12.07188201	1
-0.223243625	12.29446623	1
-0.471956621	11.75358306	1
-0.035523512	12.31386722	1
-0.477238964	12.5563025	1
-0.508771417	11.23552845	1
-1.471327498	9	1
-0.382883233	11.10037055	1
-0.044641342	12.18469143	1
0.219062955	13.5899496	1
0.282198486	12.51188336	1
0.135667475	12.04139269	1
0.134437542	12.1931246	1
-0.011129034	11.77524626	1
0.252133545	12.31597035	1
0.316188487	13.1271048	1
-0.668024361	11.65030752	1
-0.080317456	12.10380372	1
0.272831922	12.20682588	1
-0.340547802	11.66558099	1
-0.119313858	11.97220284	1
-0.123258665	11.62117628	1
0.266357309	12.91960102	1
-0.209639527	12.39093511	1
0.210961591	12.43775056	1
0.213993494	11.8344207	1
-0.546599091	11.9652017	1
0.397847581	12.49968708	1
-0.360753634	12.10037055	1
-0.440701574	12.14921911	1
-0.444429178	11.5797836	1
-0.384860406	11.75281643	1
-0.722769096	12.00432137	1
0.065110064	11.77670118	1
0.177788923	12.21484385	1
-0.651072381	11.50105926	1
-0.108490976	11.92220628	1
-0.114070272	12.80821097	1
-0.554104808	12.40654018	1
0.320797447	12.51054501	1
-0.957723833	12.56820172	1
-0.993589585	12.44715803	1
-0.417853652	11.81358099	1
-0.56782952	11.81557775	1
-0.290265457	12.29003461	1
-0.609494103	11.70070372	1
-0.569578228	11.80277373	1
-0.814749739	11.49136169	1
-0.608486219	12.35983548	1
-1.14235396	12.0211893	1
-0.065333923	11.97127585	1
-0.129806855	11.87157294	1
-0.288595207	11.91222206	1
-0.700826232	11.51454775	1
-0.497025577	12.09691001	1
-0.512673518	12.12057393	1
-0.461303133	11.46089784	1
-0.339574729	12.23552845	1
-0.392498869	12.69810055	1
0.793898805	13.24054925	1
-0.126570112	12.06069784	1
-0.11266801	11.38916608	1
-0.213154207	11.64345268	1
-1.172197941	11.87909588	1
0.456053259	12.60205999	1
0.335594085	12.40993312	1
-0.29418331	11.87794695	1
-0.272526251	11.95856388	1
-0.128254898	12.72591163	1
-0.18889909	12.81358099	1
-2.565590792	8.190331698	1
-0.48102043	12.07554696	1
-0.163230423	12.73319727	1
0.182284801	12.14921911	1
-0.315640351	12.39269695	1
-1.069132439	11.95182304	1
-1.208421623	12.55388303	1
-0.198157415	11.76715587	1
0.276332186	11.8591383	1
-0.482102406	11.5899496	1
-0.537440295	11.16435286	1
-0.31165672	11.98045789	1
-0.498509398	11.64640373	1
-0.289899567	12.74272513	1
-0.103278724	12.70926996	1
-0.308792926	12.35024802	1
-0.214485807	10.8122447	1
-0.445745919	11.1172713	1
0.16603205	12.23044892	1
-0.074757546	12.20951501	1
0.036528693	11.86093662	1
-0.514519915	12.55145	1
-0.065909775	12.63748973	1
-0.837593928	11.90741136	1
-0.420747024	11.11394335	1
-0.519349283	12.13033377	1
-0.78013529	12.27184161	1
-0.173610286	12.0374265	1
-0.450706079	11.88986172	1
-0.339851035	11.89265103	1
-0.249714595	12.41664051	1
-0.747739372	11.63948649	1
-0.761291664	11.7126497	1
-0.209688793	12.01283722	1
-0.324668093	11.13033377	1
-0.696667842	11.91645395	1
-1.016400773	12.32428246	1
0.280079374	12.08990511	1
0.293037983	12.54777471	1
0.273237233	12.92324402	1
-0.208760016	12.27184161	1
-0.419267707	12.82736927	1
-0.836516603	12.92376196	1
-0.628372536	12.45331834	1
-0.032836882	11.43296929	1
-1.151823204	12.2764618	1
0.085773493	12.29225607	1
0.279202977	12.35793485	1
-0.311364864	11.14921911	1
-0.62200569	12.24303805	1
-0.283212294	12.30749604	1
-0.825472116	11.54654266	1
-0.232607378	12.14921911	1
-0.314335277	11.40823997	1
-0.34722393	12.11058971	1
-0.37781811	12.52374647	1
0.281357944	12.49276039	1
-0.260300313	12.58319877	1
-0.098281289	12.41497335	1
-0.065820822	12.46389299	1
0.277231592	12.82477646	1
-0.358655801	11.32633586	1
-0.019691138	12.18184359	1
0.039984871	12.21748394	1
0.725043564	13.05307844	1
-0.026427915	12.39445168	1
-0.122358024	12.19589965	1
0.218236595	12.20139712	1
-0.178276253	12.54406804	1
0.21949441	11.87737135	1
-0.690225092	12.54157924	1
-0.730139292	12.04139269	1
-0.039570133	12.75587486	1
-0.350909622	13.01283722	1
-0.418711555	11.8142476	1
0.125337128	11.97127585	1
-0.451484059	11.38201704	1
0.022934547	12.42975228	1
0.489713294	12.98542647	1
-0.392630772	12.13672057	1
-0.632036864	11.64345268	1
0.264804605	11.99078269	1
-0.278451524	12.53655844	1
-0.248355288	11.05307844	1
-0.504433463	11.1931246	1
-0.462630538	12.28330123	1
-0.32642252	11.52244423	1
-0.055354498	12.42324587	1
-0.106461266	11.65030752	1
-0.174008175	12.11394335	1
0.306966004	12.73878056	1
-0.878394201	11.57403127	1
-0.106829902	12.13987909	1
-0.122074332	11.91009055	1
-0.717572763	11.81157501	1
-0.322947217	12.40483372	1
-0.270499896	12.48995848	1
-2.733768303	8.130333768	1
-0.233921927	12.31597035	1
0.532313365	12.2787536	1
-0.193075578	12.30103	1
-0.294374018	12.46982202	1
-0.279800164	12.37106786	1
-0.003914513	12.29885308	1
-0.569533095	11.6364879	1
-0.474743931	11.16435286	1
-0.59227097	12.20139712	1
-0.425432854	11.92839585	1
-0.682697346	12.13672057	1
-0.312693148	12.37657696	1
0.038361018	12.58883173	1
0.152793911	11.9498777	1
-0.467847172	12.09691001	1
-0.980074059	11.29666519	1
-0.197668317	12.39093511	1
-0.685669217	11.81358099	1
0.418121901	12.7084209	1
-0.362137178	12.34830486	1
-0.486022384	13.68841982	1
-0.455795485	11.82801506	1
-0.064805216	12.33041377	1
-0.646755243	12.17897695	1
0.688316487	12.74036269	1
0.826531285	13.97127585	1
-0.223466611	12.75050839	1
-0.018638571	12.51454775	1
-0.467459637	10.99782308	1
-0.108928865	12.28330123	1
-0.269521352	11.97358962	1
-0.561367479	11.78958071	1
-0.180829982	12.27415785	1
-0.717960509	11.06069784	1
0.214082902	12.58546073	1
-0.647809761	11.40993312	1
0.346079596	12.46389299	1
-0.295886391	12.3283796	1
-0.483246542	11.48144263	1
0.118005991	12.1430148	1
-0.526119059	10.8162413	1
0.634294848	13.00432137	1
-1.414324996	11.87448182	1
-0.172319982	12.44247977	1
-0.265876533	12.59549622	1
-0.174958361	12.58883173	1
-0.118504644	12.61278386	1
-0.020732141	12.86033801	1
0.161762881	12.91855453	1
-0.559656183	11.31806333	1
0.340741079	12.49276039	1
-0.77823638	12.41161971	1
0.034164641	11.80002936	1
-0.134194493	11.98900462	1
-0.536531066	11.21748394	1
-0.461448886	11.86153441	1
-0.28506617	12.20139712	1
0.148931028	12.04921802	1
-0.020824168	12.1931246	1
-0.042403726	13.05307844	1
-0.361317101	12.27415785	1
-0.545617109	11.75050839	1
0.081096238	12.57634135	1
-0.329852524	12.21748394	1
-0.018747386	12.56937391	1
0.338495339	13.16731733	1
-0.979170694	10.48429984	1
-0.345368217	11.95472479	1
-0.367563968	12.17609126	1
0.122592322	11.57054294	1
-0.280543581	12.44715803	1
-0.473225354	11.24054925	1
-0.993807885	11.88138466	1
-0.400245708	12.56820172	1
-0.559755456	12.39093511	1
-0.043285682	12.0374265	1
-0.898252926	11.45024911	1
0.02041598	12.11058971	1
0.592693826	12.65705585	1
0.135593745	12.20682588	1
-0.241696091	11.78675142	1
0.059410044	12.34439227	1
0.538211797	12.60205999	1
-0.607624931	11.10720997	1
-0.07296447	12.59769519	1
0.22481939	12.10037055	1
0.144101987	13.29003461	1
-0.587228753	11.64933486	1
-0.461676409	11.46389299	1
-0.207456334	11.94497591	1
-0.572773636	12.87794695	1
-1.092013902	12.35602586	1
-0.376490211	11.10037055	1
-0.431231715	11.90417437	1
0.848509514	13.16731733	1
-0.447418165	11.14921911	1
-0.854617108	12.32428246	1
-0.199982341	12.4785665	1
-0.381091493	12.61700034	1
-0.455992761	12.19865709	1
-0.298497639	12.1931246	1
0.566698933	12.80002936	1
-0.127361316	12.27415785	1
0.671472116	13.03342376	1
-0.590330575	11.86510397	1
-0.2588019	12.2278867	1
0.018830684	12.7176705	1
-0.029666143	12.28780173	1
-0.414320486	11.37474835	1
-0.426824266	12.17026172	1
-0.409081296	12.15533604	1
-0.21310029	11.55388303	1
0.106936074	12.1931246	1
-0.496458529	12.01283722	1
-0.540277393	11.92116605	1
0.11384078	11.89153746	1
-0.448885612	11.9609462	1
-0.095991908	12.161368	1
-0.196144281	11.76641285	1
-0.183460432	12.35024802	1
-0.255897992	12.42975228	1
0.425384213	13.2764618	1
-0.160788519	12.39445168	1
-0.211296517	12.64542227	1
-0.07987563	11.09342169	1
-0.191114807	12.08990511	1
0.250890152	12.2380461	1
0.262654425	11.69548168	1
0.291559312	12.10720997	1
0.087702287	12.24054925	1
0.183176425	12.24797327	1
-0.126925394	12.49692965	1
-0.171660465	12.36361198	1
-0.31174663	11.51054501	1
-0.137091404	12.24054925	1
-0.520771746	11.66086548	1
-0.426992557	12.43296929	1
-0.364629868	12.08990511	1
-0.051917282	12.04139269	1
-0.447143266	12.56466606	1
-0.186295612	11.7363965	1
-0.855347969	11.11394335	1
-0.420917555	11.76937733	1
-0.679940997	11.47275645	1
-0.579474923	12.33445375	1
0.268711328	11.85973857	1
-0.124471109	11.87794695	1
-0.191666793	12.15228834	1
-2.422048872	8.139879086	1
-0.355354653	11.85064624	1
-0.004493797	13.06818586	1
-0.188398187	12.25767857	1
-0.661039778	11.94645227	1
0.018435015	12.54406804	1
-0.573041662	11.88366144	1
0.109431395	11.65127801	1
-0.110505009	11.51054501	1
0.008213818	11.66558099	1
-0.453606651	11.80617997	1
-0.619511984	12.15228834	1
0.056296032	12.28330123	1
-0.972108372	12.48855072	1
-0.439285358	12.41830129	1
-0.240560314	11.79865065	1
-0.645685992	12.66931688	1
0.152337276	13.18184359	1
-0.082443554	12.10720997	1
-0.199121466	12.14921911	1
0.091933079	11.91750551	1
-0.072222741	11.96473092	1
-0.536075671	11.94349452	1
-0.672941599	11.62634037	1
-0.731897298	11.82801506	1
-0.472943953	12.54032947	1
-0.080780654	11.46089784	1
-0.422993318	10.90902085	1
0.007298747	12.38021124	1
-0.004438949	12.37474835	1
-0.121482226	12.6009729	1
-0.624956727	12.78318869	1
-0.651794471	12.45636603	1
-0.547230992	11.94250411	1
-0.001693572	11.67486114	1
-0.265639486	11.36548798	1
0.133731424	11.69722934	1
-0.471269649	11.4785665	1
-0.29704845	12.02530587	1
0.367404939	12.51454775	1
-0.344029325	11.97543181	1
0.433357418	12.61489722	1
-0.487562432	12.22010809	1
0.15888755	12.54282543	1
-2.334794372	8.45484486	1
-0.336859025	10.89542255	1
-0.387906266	12.40993312	1
0.348882694	12.68304704	1
-0.206226373	11.57863921	1
-0.083053604	12.26717173	1
0.208476292	13.33243846	1
-0.87157165	11.89927319	1
-0.787157451	12.23552845	1
0.094109357	11.86981821	1
-0.077197756	12.57863921	1
-1.444796689	11.54654266	1
-0.514180655	12.09691001	1
-0.282768173	11.8162413	1
-0.339583272	11.83947805	1
-0.158758819	11.18752072	1
-0.221127696	11.80277373	1
-0.498521716	11.49415459	1
0.188282606	12.35983548	1
0.313511628	11.73319727	1
-0.464988327	11.87098881	1
-0.393031015	12.39967372	1
-0.526521789	11.08635983	1
0.208503432	11.9132839	1
-0.266199477	12.38738983	1
-0.356552259	12.05690485	1
0.339003201	12.73319727	1
-0.568227869	11.92168648	1
0.2090695	12.02530587	1
-0.201370069	11.17026172	1
-0.643234368	12.36921586	1
-0.549994288	12.01283722	1
0.328311294	12.79098848	1
-0.710787986	12.07918125	1
-0.47531185	11.52244423	1
-0.370695419	12.04921802	1
-0.097620122	11.924796	1
0.072258355	13.20411998	1
-0.430763073	11.99255352	1
0.104575873	12.49968708	1
0.205200032	11.9929951	1
-0.243059764	12.17318627	1
-0.249653628	11.54777471	1
0.34553095	12.58319877	1
-0.292526912	11.45484486	1
-0.104841647	11.22010809	1
-0.67644266	12.03342376	1
-0.208882942	12.27415785	1
-0.84291815	11.5797836	1
-0.085638329	11.93851973	1
-0.118797431	11.29446623	1
0.126229494	12.13353891	1
-0.626773432	12.25527251	1
0.069210256	11.9459607	1
0.032588142	12.47712125	1
-0.261846768	11.1903317	1
-2.42159003	8.281033367	1
0.467635627	13.51982799	1
-0.801224735	11.80888587	1
-0.623806413	11.85308953	1
0.031035821	12.21484385	1
-0.497488215	11.54282543	1
0.687018923	13.13033377	1
0.122190312	11.73719264	1
-0.236704561	12.51454775	1
0.129048932	12.14612804	1
-0.524224245	12.01703334	1
-0.537145484	11.13672057	1
-0.316263324	11.3783979	1
-0.52532782	11.91803034	1
0.155659664	12.02530587	1
-1.162853656	11.98407703	1
-0.08760256	12.36361198	1
0.086527109	12.23552845	1
-0.588663183	11.91434316	1
-0.140502042	12.10037055	1
-0.119168122	12.2278867	1
-0.863739331	13.01283722	1
-0.502579628	12.10380372	1
-0.300055664	11.35602586	1
-0.644897282	11.71432976	1
-0.571513699	12.03342376	1
-0.840222327	12.46538285	1
-0.243044563	11.61066016	1
-0.359067608	11.49554434	1
-0.032300422	11.74036269	1
-0.089541021	12.41497335	1
-0.748527257	12.68930886	1
-0.445222617	12.17026172	1
-0.1841514	11.70156799	1
-1.096269901	12.34830486	1
-0.014421751	12.30103	1
0.458301462	12.60852603	1
-0.696847158	11.56110138	1
0.219434933	12.38560627	1
0.049823286	12.40654018	1
-0.162991429	12.1903317	1
-0.779588535	12.42975228	1
-2.807432547	8.611723308	1
-0.190236989	12.54032947	1
-0.262152433	12.81690384	1
-0.662906299	11.31386722	1
-0.043162388	11.98272339	1
-0.252522936	11.92531209	1
0.362888117	13.29003461	1
-0.394848008	11.79795964	1
-0.157227307	11.42813479	1
-0.350445129	11.66370093	1
-0.012142098	12.10720997	1
-2.285251239	8.480006943	1
-0.07512242	11.96473092	1
0.300356099	12.08635983	1
-2.441531437	8.220108088	1
0.019378866	11.87909588	1
0.02885906	11.71180723	1
-0.30815408	12	1
-0.355937765	11.01703334	1
0.125302306	12.04139269	1
-0.288051964	12.2380461	1
-0.361450844	12.49554434	1
-0.017978558	12.08278537	1
0.170479982	11.92992956	1
-0.802694626	11.462398	1
-0.706356847	12.13033377	1
-0.144292509	12.35793485	1
0.120367592	11.61066016	1
-0.018808153	12.25285303	1
0.707066017	12.59988307	1
-0.560626248	11.2787536	1
-1.403062199	11.68663627	1
-0.06961648	12.19865709	1
0.125144435	12.1931246	1
-1.032878103	12.15228834	1
-0.369900767	10.43616265	1
-2.312203589	8.328379603	1
-0.284884526	11.93145787	1
-0.51725358	11.41830129	1
-0.511896499	11.99563519	1
-0.426193465	12.21748394	1
-0.537019839	12.8998205	1
-0.558309576	11.40140054	1
-0.156916166	12.93751789	1
-0.04331927	12.10380372	1
0.324542748	13.10380372	1
0.357870269	12.88874096	1
-0.211100875	11.6242821	1
-0.235920305	11.21748394	1
-0.785964586	12.30963017	1
-0.487150241	11.33041377	1
-0.338438123	11.5965971	1
-1.610887098	9.691081492	1
-0.215950014	12.49415459	1
-0.22974021	12.25527251	1
0.157870314	12.16731733	1
-2.282079974	8.206825876	1
-0.247668008	11.35983548	1
0.159100166	12.36361198	1
-0.030708522	12.1172713	1
-0.264399504	11.74193908	1
-0.236432006	11.77597433	1
-0.559046861	11.31597035	1
-0.637906	12.15836249	1
0.362350319	12.04139269	1
-0.26991008	11.86923172	1
-0.253402383	11.46389299	1
-0.411544527	11.93145787	1
-0.98404957	12.50379068	1
-0.576233285	12.58546073	1
-0.46419718	11.91169016	1
-1.614608246	12.01703334	1
-0.276382626	12.11058971	1
-0.428735004	11.99078269	1
-0.399928193	11.45939249	1
0.041254874	11.77085201	1
-0.752746246	11.97220284	1
0.085220986	12.59328607	1
-0.200305955	11.8785218	1
-0.698689975	12.06069784	1
-0.64384024	12.08990511	1
-0.843911433	12.2380461	1
0.107792822	11.88817949	1
0.316887688	12.31806333	1
-0.208509355	12.2278867	1
0.197910449	12.41161971	1
0.153683185	12.06818586	1
-0.062679742	11.86093662	1
-1.01713654	11.54900326	1
0.143862253	11.97680834	1
-0.402793121	11.44870632	1
0.189472908	12.18469143	1
0.056251394	11.66370093	1
-0.321722963	12.36735592	1
-0.350718701	12.13987909	1
0.292604254	12.67117284	1
-0.546833078	10.82216808	1
-0.466817905	11.41830129	1
-0.088745951	12.02530587	1
-0.495446228	12.06445799	1
-0.654610584	11.46089784	1
0.153236029	12.35410844	1
-0.382086922	11.28103337	1
0.597020519	12.55870857	1
-0.801810443	12.68214508	1
0.080212195	12.25527251	1
0.00633124	11.93550727	1
-0.356396334	11.5575072	1
-0.158607364	11.86864444	1
-2.307064997	8.507855872	1
-0.487087579	11.43933269	1
0.088927733	11.15228834	1
0.034834527	12.10037055	1
-0.548445352	11.85672889	1
0.974430122	13.29885308	1
0.929920731	12.31806333	1
-0.42005643	11.40823997	1
-0.478592528	12.26717173	1
-0.226554398	11.81690384	1
0.206561442	12.08990511	1
0.012838068	12.05690485	1
0.137877355	12.38738983	1
-0.302640737	10.92992956	1
0.183345589	12.36548798	1
-0.02779068	11.96848295	1
-0.03004342	12.41161971	1
0.001990148	11.85369821	1
-0.426900859	11.97863695	1
0.024010886	11.92376196	1
-0.268839294	12.08990511	1
-0.55067745	10.62531245	1
-0.165870619	12.41497335	1
-1.287148348	12.30749604	1
-0.353542358	12.00432137	1
0.133137959	11.74507479	1
-1.223538543	9.492760389	1
-0.7885217	12.60422605	1
-0.854073648	12.17026172	1
0.22128406	12.4578819	1
-0.224171913	11.41830129	1
-0.321269533	11.75434834	1
-0.101145427	11.36548798	1
-0.433861962	12.16731733	1
0.081492768	12.20139712	1
0.197524797	12.33445375	1
-0.270973785	10.83947805	1
-0.323244222	11.49415459	1
-0.45663484	11.30319606	1
0.159763544	12.09342169	1
0.353433028	12.60530505	1
-2.318035541	8.340444115	1
0.370603011	12.39619935	1
0.157248184	12.30963017	1
-0.631430497	11.462398	1
0.215801946	12.4456042	1
-0.305070298	12.99607365	1
0.072420125	12.10720997	1
-0.02466747	12.59879051	1
-2.726535727	7.989894564	2
-2.589560214	8.068185862	2
-2.63395079	8.632457292	2
-1.40756785	9.492760389	2
-1.590033081	9.158362492	2
-2.239803771	8.764176132	2
-2.413300198	8.344392274	2
-2.513994814	8.238046103	2
-2.501827339	8.376576957	2
-1.539793973	9.071882007	2
-0.708473535	10.06818586	2
-1.808493095	8.922725458	2
-1.643993275	9.806179974	2
0.443022063	12.20139712	2
-2.458545571	8.222716471	2
-0.063047661	11.48287358	2
-1.954285941	8.873901598	2
-2.279344643	8.482873584	2
-2.630969778	7.897077003	2
-1.783754902	8.931966115	2
-2.772627558	8.158362492	2
-2.126446906	8.565847819	2
-2.508358207	8.638489257	2
-2.580044252	8.017033339	2
-0.404615122	12.12057393	2
-1.360623094	9.403120521	2
-2.451119437	7.883661435	2
-2.433680378	8.46686762	2
-1.054127837	9.932473765	2
-2.206279443	8.930949031	2
-1.320908403	11.52374647	2
-2.591760035	8.369215857	2
-2.572189427	8.342422681	2
-2.025810809	9.136720567	2
-1.467029165	9.187520721	2
-2.386052523	8.214843848	2
-2.029281296	8.684845362	2
-1.543102813	9.309630167	2
-2.658565475	8.178976947	2
-1.344391014	9.788875116	2
-2.097616316	8.649334859	2
-1.572773636	9.447158031	2
-1.387905205	9.029383778	2
-1.215939303	9.595496222	2
-1.421314957	9.986771734	2
-2.686765708	8.264817823	2
-2.665747358	7.90579588	2
-2.446723954	8.641474111	2
-2.443938841	8.271841607	2
-1.828507573	8.687528961	2
-2.501551597	8.245512668	2
-1.62666495	9.093421685	2
-0.116944729	12.28555731	2
-2.499900808	7.980911938	2
-2.335170059	8.471291711	2
-2.346305205	8.5132176	2
-2.334325219	8.117271296	2
-0.988776454	10.72345567	2
-2.3400838	8.301029996	2
-2.237321436	8.320146286	2
-2.629857153	8.389166084	2
-2.274660184	8.444044796	2
-2.37934352	8.264817823	2
-2.232844134	8.579783597	2
-0.243886729	12.5865873	2
-0.763351912	10.21748394	2
-1.712735874	9.130333768	2
-2.57642648	7.935003151	2
-2.407268234	8.326335861	2
-1.021645983	9.942999593	2
-1.545734586	9.7355989	2
-2.05207638	8.689308859	2
-2.127610612	8.152288344	2
-1.897978143	8.986323777	2
-0.475714251	10.88422877	2
-2.029513651	8.795880017	2
-1.483834959	9.348304863	2
-0.98220731	9.991226076	2
-2.574955125	8.283301229	2
-2.494850022	8.564666064	2
0.398724157	12.00860017	2
-0.55310728	11.79865065	2
-2.341606974	8.250420002	2
-1.387110231	9.170261715	2
-0.283200623	10.87448182	2
-2.291069464	8.283301229	2
-1.448818469	10.95230801	2
-1.526177403	10.19865709	2
-2.378200776	8.330413773	2
-2.448550002	8.298853076	2
-2.388064375	8.281033367	2
-2.27067319	8.495544338	2
-2.309006968	8.235528447	2
-2.66756154	8.309630167	2
-1.148160941	9.451786436	2
-0.841420415	12.2380461	2
-2.530619864	8.31386722	2
-2.302421966	8.346352974	2
-2.4405722	8.359835482	2
-1.228927217	10.35793485	2
-2.116565706	8.652246341	2
-2.450628848	8.064457989	2
-1.881470742	9.049218023	2
-2.212327035	8.635483747	2
-2.793984123	8.222716471	2
-1.187487716	9.712649702	2
-2.538201442	8.195899652	2
-2.405055263	8.225309282	2
-2.225556031	8.414973348	2
-2.623423043	8.053078443	2
-2.345919765	8.383815366	2
-2.428757149	8.450249108	2
-1.794470849	8.84509804	2
-2.505984625	8.326335861	2
-1.483887889	9.100370545	2
-2.526075307	7.824125834	2
-2.160647671	8.416640507	2
-2.660151217	8.086359831	2
-2.284665316	8.424881637	2
0.027908326	11.89652622	2
-2.462810774	7.965671971	2
0.904195595	14.59439255	3
0.938954502	14.1271048	3
0.760580565	14.26717173	3
0.905634001	14.86451108	3
0.809699542	14.70070372	3
0.315935307	14.34635297	3
1.025742235	13.97818052	3
1.041445074	14.66931688	3
0.582624173	14.68124124	3
0.575598844	14.19865709	3
0.878287351	15.31386722	3
0.743537515	14.32221929	3
0.92622511	13.71096312	3
0.878832354	14.2121876	3
0.394854617	14.15228834	3
1.07110632	14.86569606	3
0.715865183	14.84509804	3
0.843798923	13.76641285	3
0.957990178	12.78532984	3
0.413969972	14.34242268	3
0.636086515	14.43136376	3
1.176091259	11.93651374	4
1.62324929	11.97772361	4
0.556302501	12.08278537	4
2.644438589	12.1903317	4
2.72427587	12.2380461	4
1.469822016	12.2380461	4
2.451786436	12.31597035	4
0.640481437	12.35024802	4
0.681241237	12.38381537	4
1.821185883	12.38381537	4
2.922725458	12.39794001	4
2.307496038	12.44090908	4
2.204119983	12.49276039	4
1.198657087	12.49276039	4
1.57634135	12.49276039	4
0.88422877	12.50514998	4
2.838849091	12.50514998	4
0.093421685	12.54900326	4
2.017033339	12.59879051	4
2.434568904	12.66838592	4
2.610660163	12.67669361	4
